asset_id,kind,pwsid,pws_name,primacy_agency,population_served,service_connections,boundary_method,verification_status,data_source,echo_url,overlapping_systems
site-3a966a2b64,site,CA3010092,IRVINE RANCH WATER DISTRICT,CA,444800,121167,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3010092&sys=SDWIS,1
site-d05b6d0319,site,KS2009110,WATER DISTRICT 1 OF JOHNSON CO,KS,482000,157164,System Sourced,,https://hub.kansasgis.org/maps/KSDOT::rural-water-districts/about ,https://echo.epa.gov/detailed-facility-report?fid=KS2009110&sys=SDWIS,1
site-09d517192b,site,NV0000090,LAS VEGAS VALLEY WATER DISTRICT,NV,1539277,442502,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=NV0000090&sys=SDWIS,1
site-3e64c16d6c,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-684862db5c,site,TN0000765,BARTLETT WATER SYSTEM,TN,57129,22143,System Sourced,,https://tdec-division-of-water-tdec.hub.arcgis.com/datasets/cc62b90b5775475c94f503cf225c5fd7_0,https://echo.epa.gov/detailed-facility-report?fid=TN0000765&sys=SDWIS,1
site-9aa585397a,site,FL4130871,MDWASA - MAIN SYSTEM,FL,2300000,560000,System Sourced,,https://experience.arcgis.com/experience/914132252dbb4639873d02988af59f23/page/english,https://echo.epa.gov/detailed-facility-report?fid=FL4130871&sys=SDWIS,1
site-c1454d11a9,site,MN1270011,Edina,MN,53494,14718,System Sourced,,https://edinagis.maps.arcgis.com/apps/webappviewer/index.html?id=77a1a27a5793430395ad3b97520dcff4,https://echo.epa.gov/detailed-facility-report?fid=MN1270011&sys=SDWIS,1
site-1422eab19e,site,MN1190007,Eagan,MN,68223,20393,System Sourced,,https://maps.umn.edu/LSL/,https://echo.epa.gov/detailed-facility-report?fid=MN1190007&sys=SDWIS,1
site-b2bce69f02,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-745769b7de,site,AZ0407025,PHOENIX CITY OF,AZ,1695000,430118,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407025&sys=SDWIS,1
site-d60fc1d301,site,PA5020038,PITTSBURGH WATER & SEWER AUTH,PA,520000,79034,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020038&sys=SDWIS,1
site-ec0ed36e8b,site,PA5020034,WESTERN ALLEGHENY COUNTY MUN A,PA,19031,7521,System Sourced,,https://newdata-padep-1.opendata.arcgis.com/maps/fdf53cdeb2ec42b8a9422569f2e9531b/about,https://echo.epa.gov/detailed-facility-report?fid=PA5020034&sys=SDWIS,1
site-c3b527914e,site,TX0430007,CITY OF PLANO,TX,288800,125840,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0430007&sys=SDWIS,1
site-edbd1894fc,site,UTAH18004,BLUFFDALE WATER SYSTEM,UT,20000,5505,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18004&sys=SDWIS,1
site-c85c1a766e,site,UTAH18026,SALT LAKE CITY WATER SYSTEM,UT,381174,86503,System Sourced,,https://dwre-utahdnr.opendata.arcgis.com/datasets/culinarywaterserviceareas/explore,https://echo.epa.gov/detailed-facility-report?fid=UTAH18026&sys=SDWIS,1
site-a0796e095d,site,CA3710020,"SAN DIEGO, CITY OF",CA,1385379,282783,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3710020&sys=SDWIS,1
site-9594474b6d,site,CA4310012,CITY OF SANTA CLARA,CA,130746,24103,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310012&sys=SDWIS,2
site-6aa0e825b7,site,TX1550008,CITY OF WACO,TX,143355,125758,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1550008&sys=SDWIS,1
site-f0f380d8e4,site,AZ0407098,SCOTTSDALE CITY OF,AZ,241361,92701,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407098&sys=SDWIS,1
site-9de27a82ea,site,ID4010016,VEOLIA WATER IDAHO,ID,262920,107316,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=ID4010016&sys=SDWIS,1
site-c906f42692,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-f2e5376520,site,GA1210001,ATLANTA,GA,1089893,262059,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=GA1210001&sys=SDWIS,1
site-a4741af6e9,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-4e3dd44443,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-bad472338e,site,NY4303673,VEOLIA WATER NEW YORK,NY,270000,56150,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY4303673&sys=SDWIS,1
site-faf5942f1a,site,ME0090840,LIMESTONE WATER & SEWER DISTRICT,ME,875,350,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=ME0090840&sys=SDWIS,1
site-19992f644a,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-113c011f9d,site,NJ0906001,JERSEY CITY MUA,NJ,262000,36000,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ0906001&sys=SDWIS,1
site-0f96c7797e,site,OR4100287,EUGENE WATER & ELECTRIC BOARD,OR,176000,64000,System Sourced,,https://services7.arcgis.com/6AM8yPAeyXiPc9eF/arcgis/rest/services/Water_Lateral/FeatureServer/0/,https://echo.epa.gov/detailed-facility-report?fid=OR4100287&sys=SDWIS,1
site-da975a2abc,site,OR4100513,MEDFORD WATER COMMISSION,OR,95354,32319,System Sourced,,https://services1.arcgis.com/D9lq8fTFSna0imTR/arcgis/rest/services/ServiceLine_viewing_fe1935fcb35941a39270d537a0e6127a/FeatureServer/0,https://echo.epa.gov/detailed-facility-report?fid=OR4100513&sys=SDWIS,1
site-0ee39506e4,site,CA4310019,CITY OF SAN JOSE - NSJ/ALVISO,CA,45559,2206,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310019&sys=SDWIS,2
site-c59b356cc6,site,OR4100081,"BEAVERTON, CITY OF",OR,88045,24386,System Sourced,,https://public.tableau.com/app/profile/regionalh2o/viz/Portlandmetroareawaterproviders_16436540090100/WaterProviders,https://echo.epa.gov/detailed-facility-report?fid=OR4100081&sys=SDWIS,1
site-cb9fe7c144,site,WA5349270,LYNNWOOD CITY OF,WA,66947,17466,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5349270&sys=SDWIS,1
site-3397969f20,site,VA6059501,FAIRFAX COUNTY WATER AUTHORITY,VA,1121613,281686,System Sourced,,https://fairfaxwater.maps.arcgis.com/apps/instant/sidebar/index.html?appid=371af69b796b48ce84e63e3aebc5c0fb,https://echo.epa.gov/detailed-facility-report?fid=VA6059501&sys=SDWIS,1
site-1f7ce6cfc1,site,TX0570010,CITY OF GARLAND,TX,248822,95459,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570010&sys=SDWIS,1
site-6f648cea20,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-1325b5b7e8,site,GA1210001,ATLANTA,GA,1089893,262059,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=GA1210001&sys=SDWIS,1
site-cb98f671ed,site,GA0970000,DOUGLASVILLE-DOUGLAS COUNTY WSA,GA,110219,45913,System Sourced,,https://koordinates.com/layer/108336-douglas-county-georgia-water-mains/,https://echo.epa.gov/detailed-facility-report?fid=GA0970000&sys=SDWIS,1
site-95244d15d8,site,TX2270001,CITY OF AUSTIN WATER & WASTEWATER,TX,1115323,279758,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX2270001&sys=SDWIS,1
site-2239d22996,site,MA3199000,NEEDHAM WATER DEPT,MA,33130,10294,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3199000&sys=SDWIS,1
site-61eabeb4d5,site,IL0314400,ELK GROVE VILLAGE,IL,34700,12535,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0314400&sys=SDWIS,1
site-17b11e433a,site,IL0314710,NORTHLAKE,IL,12840,3093,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0314710&sys=SDWIS,1
site-9b6b95595f,site,NC0160010,CHARLOTTE WATER,NC,1163701,323527,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0160010&sys=SDWIS,1
site-e3347518a6,site,IL0310960,FRANKLIN PARK,IL,18467,5911,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0310960&sys=SDWIS,1
site-90401405f9,site,TX0570034,CITY OF CARROLLTON,TX,136170,59408,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570034&sys=SDWIS,1
site-1660542b06,site,TX0570034,CITY OF CARROLLTON,TX,136170,59408,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570034&sys=SDWIS,1
site-b794326aaf,site,TX0570004,DALLAS WATER UTILITY,TX,1356479,958265,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570004&sys=SDWIS,1
site-efc832b649,site,TX0570015,CITY OF RICHARDSON,TX,122615,58307,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570015&sys=SDWIS,1
site-e19eaa1152,site,AZ0407100,TEMPE CITY OF,AZ,165000,40000,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407100&sys=SDWIS,1
site-541aee85e9,site,GA1210006,HAPEVILLE,GA,5790,2227,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=GA1210006&sys=SDWIS,2
site-77ab33bd66,site,TX1010013,CITY OF HOUSTON,TX,2202531,954657,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010013&sys=SDWIS,1
site-e447d3dc23,site,TX0570031,TOWN OF ADDISON,TX,16661,12434,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX0570031&sys=SDWIS,1
site-7f37e22c82,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-ebfeaf4b2e,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-4d3aee3f37,site,FL4130871,MDWASA - MAIN SYSTEM,FL,2300000,560000,System Sourced,,https://experience.arcgis.com/experience/914132252dbb4639873d02988af59f23/page/english,https://echo.epa.gov/detailed-facility-report?fid=FL4130871&sys=SDWIS,1
site-3880540cb7,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-a6512bbf59,site,NJ0238001,VEOLIA WATER NEW JERSEY HACKENSACK,NJ,792713,193600,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ0238001&sys=SDWIS,1
site-111c4c375f,site,NJ1605002,PASSAIC VALLEY WATER COMMISSION,NJ,310483,53421,System Sourced,,https://rutgers.maps.arcgis.com/home/item.html?id=0cb88cd0315e48f491f2122cb824c158,https://echo.epa.gov/detailed-facility-report?fid=NJ1605002&sys=SDWIS,1
site-d591d4533c,site,CT0150011,AQUARION-EASTERN FAIRFIELD COUNTY,CT,351756,108501,System Sourced,,https://portal.ct.gov/dph/drinking-water/dws/public-water-supply-map,https://echo.epa.gov/detailed-facility-report?fid=CT0150011&sys=SDWIS,1
site-411a680ade,site,NY7003493,NEW YORK CITY SYSTEM,NY,8271000,727058,System Sourced,,https://water.ny.gov/doh2/applinks/waterqual/#/waterMaps,https://echo.epa.gov/detailed-facility-report?fid=NY7003493&sys=SDWIS,1
site-ac51376583,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-5d80d3b320,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-fd5e191367,site,VA6107350,LOUDOUN WATER - CENTRAL SYSTEM,VA,334808,83426,System Sourced,,https://geodata.dep.state.fl.us/datasets/pws-lead-service-line-inventories-lsli-2/about,https://echo.epa.gov/detailed-facility-report?fid=VA6107350&sys=SDWIS,1
site-fa056f05fb,site,CA0110005,EAST BAY MUD,CA,1442800,392875,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA0110005&sys=SDWIS,1
site-62990eeefd,site,IL0316000,CHICAGO,IL,2746388,484979,System Sourced,,https://sli.chicagowaterquality.org/,https://echo.epa.gov/detailed-facility-report?fid=IL0316000&sys=SDWIS,1
site-a546fc9d11,site,IL0316000,CHICAGO,IL,2746388,484979,System Sourced,,https://sli.chicagowaterquality.org/,https://echo.epa.gov/detailed-facility-report?fid=IL0316000&sys=SDWIS,1
site-0cbe8dbdfd,site,OR4100665,TUALATIN VALLEY WATER DISTRICT,OR,224600,62160,System Sourced,,Shared by Willamette Water Supply Program,https://echo.epa.gov/detailed-facility-report?fid=OR4100665&sys=SDWIS,1
site-6e69413a54,site,OR4100665,TUALATIN VALLEY WATER DISTRICT,OR,224600,62160,System Sourced,,Shared by Willamette Water Supply Program,https://echo.epa.gov/detailed-facility-report?fid=OR4100665&sys=SDWIS,1
site-e6082179fd,site,AZ0407025,PHOENIX CITY OF,AZ,1695000,430118,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407025&sys=SDWIS,1
site-77034732bc,site,AZ0407090,CHANDLER CITY OF,AZ,247328,81165,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407090&sys=SDWIS,1
site-a8e28f777a,site,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,CA,848019,171099,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3810011&sys=SDWIS,1
site-5e4aa13d39,site,CA4310012,CITY OF SANTA CLARA,CA,130746,24103,System Sourced,Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4310012&sys=SDWIS,2
site-f6504e2231,site,CA4010009,SAN LUIS OBISPO WATER DEPARTMENT,CA,47788,17012,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA4010009&sys=SDWIS,1
site-db9bc864a3,site,MN1690011,Duluth,MN,86859,28742,System Sourced,,https://maps.umn.edu/LSL/,https://echo.epa.gov/detailed-facility-report?fid=MN1690011&sys=SDWIS,1
site-091fa64ad6,site,KY0540936,MADISONVILLE LIGHT & WATER,KY,28102,10413,System Sourced,,https://kygisserver.ky.gov/arcgis/rest/services/WGS84WM_Services/Ky_Water_WGS84WM/MapServer/11,https://echo.epa.gov/detailed-facility-report?fid=KY0540936&sys=SDWIS,2
site-686de5863a,site,PA1460073,AQUA PA MAIN SYSTEM,PA,822600,304127,System Sourced,,https://www.arcgis.com/home/item.html?id=cdf8fad139f64879806d12012e1ca010,https://echo.epa.gov/detailed-facility-report?fid=PA1460073&sys=SDWIS,1
site-d9d902a888,site,FL3481481,WINTER GARDEN WATER DEPT (3 WPS),FL,72205,20630,System Sourced,,https://data-floridaswater.opendata.arcgis.com/datasets/f2f54ba2896e464a890ce827644f250d_0/explore,https://echo.epa.gov/detailed-facility-report?fid=FL3481481&sys=SDWIS,1
site-1721e246c2,site,NC0111010,ASHEVILLE CITY OF,NC,156720,61701,System Sourced,Verified ,https://www.nconemap.gov/datasets/nconemap::type-a-current-public-water-systems-2004/about,https://echo.epa.gov/detailed-facility-report?fid=NC0111010&sys=SDWIS,1
site-d3e8032321,site,WA5324050,EVERETT PUBLIC WORKS DEPT. CITY OF,WA,215774,29185,System Sourced,,https://geo.wa.gov/datasets/WADOH::drinking-water-service-areas/explore,https://echo.epa.gov/detailed-facility-report?fid=WA5324050&sys=SDWIS,1
site-e1f5ea7d71,site,MA3163000,LYNN WATER AND SEWER COMM,MA,101253,21169,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3163000&sys=SDWIS,1
site-241a44de73,site,CA3910001,CALIFORNIA WATER SERVICE - STOCKTON,CA,176266,44359,System Sourced,Not Verified,https://gis.data.ca.gov/datasets/fbba842bf134497c9d611ad506ec48cc/explore,https://echo.epa.gov/detailed-facility-report?fid=CA3910001&sys=SDWIS,1
site-b091f3898f,site,KY0360358,PRESTONSBURG CITY UTILITIES,KY,26788,9876,System Sourced,,https://kygisserver.ky.gov/arcgis/rest/services/WGS84WM_Services/Ky_Water_WGS84WM/MapServer/11,https://echo.epa.gov/detailed-facility-report?fid=KY0360358&sys=SDWIS,1
site-62a8c39142,site,GA1210001,ATLANTA,GA,1089893,262059,System Sourced,,,https://echo.epa.gov/detailed-facility-report?fid=GA1210001&sys=SDWIS,1
site-5c87c065f9,site,MA3031000,BILLERICA WATER WORKS,MA,42119,13758,System Sourced,Verified,https://www.mass.gov/info-details/massgis-data-massdep-estimated-public-drinking-water-system-service-area-boundaries,https://echo.epa.gov/detailed-facility-report?fid=MA3031000&sys=SDWIS,1
site-4ba093e716,site,IL0314400,ELK GROVE VILLAGE,IL,34700,12535,Modeled,,,https://echo.epa.gov/detailed-facility-report?fid=IL0314400&sys=SDWIS,1
site-93472c0ef0,site,AZ0407100,TEMPE CITY OF,AZ,165000,40000,System Sourced,,https://gisdata2016-11-18t150447874z-azwater.opendata.arcgis.com/datasets/cws-service-area-1/about,https://echo.epa.gov/detailed-facility-report?fid=AZ0407100&sys=SDWIS,1
site-c9bd6a3dc8,site,CO0203002,ARAPAHOE CNTY WWWA,CO,31000,3951,System Sourced,,https://www.arcgis.com/home/item.html?id=186d23c71dee48fd84e915924c028b70,https://echo.epa.gov/detailed-facility-report?fid=CO0203002&sys=SDWIS,1
site-aa795cab9e,site,MI0006160,SOUTHFIELD,MI,71739,20167,System Sourced,,https://services3.arcgis.com/g3QkxoHFTJZSqad1/arcgis/rest/services/Southfield_Master_CDSMI_Updated_View/FeatureServer,https://echo.epa.gov/detailed-facility-report?fid=MI0006160&sys=SDWIS,1
site-3fec234d54,site,TX1010634,WESTON MUD,TX,6699,2233,System Sourced,,https://www3.twdb.texas.gov/apps/WaterServiceBoundaries/Home/Overview,https://echo.epa.gov/detailed-facility-report?fid=TX1010634&sys=SDWIS,1
